sampleID,project,turfID,rep,day,dna.rna,pairedSampleID,bottleID,site,temperature,precipitation,precip.level,temp.level,turf.treat,turf.treat.group,turf.origSite,origSite.precipLevel,origSite.tempLevel,exp.moisture.level,exp.temp,colour,transcol
J06,LT,NA,B,150,DNA,NA,GH20_2,Gudmedalen,5.866376294,1924.597184,NA,NA,NA,NA,NA,3,1,3,20,8,NA
J07,LT,NA,A,150,DNA,NA,LL20_1,Lavisdalen,6.454522029,1320.501902,NA,NA,NA,NA,NA,2,1,1,20,4,NA
J08,LT,NA,B,150,DNA,NA,LL20_2,Lavisdalen,6.454522029,1320.501902,NA,NA,NA,NA,NA,2,1,1,20,4,NA
J09,LT,NA,A,150,DNA,NA,LM20_1,Lavisdalen,6.454522029,1320.501902,NA,NA,NA,NA,NA,2,1,2,20,4,NA
J10,LT,NA,B,150,DNA,NA,LM20_2,Lavisdalen,6.454522029,1320.501902,NA,NA,NA,NA,NA,2,1,2,20,4,NA
J11,LT,NA,A,150,DNA,NA,LH20_1,Lavisdalen,6.454522029,1320.501902,NA,NA,NA,NA,NA,2,1,3,20,4,NA
J12,LT,NA,B,150,DNA,NA,LH20_2,Lavisdalen,6.454522029,1320.501902,NA,NA,NA,NA,NA,2,1,3,20,4,NA
J13,ST,NA,A,150,DNA,NA,SL20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
J14,ST,NA,B,150,DNA,NA,SL20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
J15,ST,NA,A,150,DNA,NA,SM20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,2,20,6,NA
J16,ST,NA,B,150,DNA,NA,SM20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,2,20,6,NA
J17,ST,NA,A,150,DNA,NA,SH20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
J18,ST,NA,B,150,DNA,NA,SH20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
J19,ST,NA,A,150,DNA,NA,UL20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
J20,ST,NA,B,150,DNA,NA,UL20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
J21,ST,NA,A,150,DNA,NA,UM20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,2,20,5,NA
J22,ST,NA,B,150,DNA,NA,UM20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,2,20,5,NA
J23,ST,NA,A,150,DNA,NA,UH20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
J24,ST,NA,B,150,DNA,NA,UH20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
K01,ST,NA,A,25,DNA,R49,SL10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
K02,ST,NA,B,25,DNA,R50,SL10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
K03,ST,NA,C,25,DNA,R51,SL10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
K04,ST,NA,A,25,DNA,R52,SL20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
K05,ST,NA,B,25,DNA,R53,SL20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
K06,ST,NA,C,25,DNA,R54,SL20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
K07,ST,NA,A,25,DNA,R55,SH10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
K08,ST,NA,B,25,DNA,R56,SH10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
K09,ST,NA,C,25,DNA,R21,SH10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
K10,ST,NA,A,25,DNA,R22,SH20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
K11,ST,NA,B,25,DNA,R23,SH20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
K12,ST,NA,C,25,DNA,R24,SH20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
L01,ST,NA,B,25,DNA,R57,UH10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
L02,ST,NA,A,25,DNA,R58,UH10_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
L03,ST,NA,A,25,DNA,R59,UL20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
L04,ST,NA,A,25,DNA,R60,UH20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
L05,ST,NA,A,25,DNA,R61,UL10_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
L06,ST,NA,C,25,DNA,R62,UL10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
L07,ST,NA,B,25,DNA,R63,UL10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
L08,ST,NA,C,25,DNA,R64,UH10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
L09,ST,NA,C,1,DNA,R65,UH20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
L10,ST,NA,A,1,DNA,R66,UH20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
L11,ST,NA,B,25,DNA,R67,UH20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
L12,ST,NA,C,1,DNA,R68,UH10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
L13,ST,NA,C,25,DNA,R69,UH20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
L14,ST,NA,B,25,DNA,R70,UL20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
L15,ST,NA,C,25,DNA,R71,UL20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
L16,ST,NA,B,1,DNA,R72,UH20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R01,ST,NA,B,1,RNA,D1,UH10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
R02,ST,NA,A,1,RNA,D2,UL10_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R04,ST,NA,B,1,RNA,D4,UL10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R05,ST,NA,A,1,RNA,D5,SL10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R06,ST,NA,A,1,RNA,D6,SH10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R07,ST,NA,B,1,RNA,D7,SL10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R08,ST,NA,B,1,RNA,D8,SH10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R09,ST,NA,C,1,RNA,G1,SL10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R10,ST,NA,C,1,RNA,G2,SH20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R11,ST,NA,C,1,RNA,G3,SH10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R12,ST,NA,A,1,RNA,G4,SL20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R13,ST,NA,B,1,RNA,G5,SL20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R14,ST,NA,C,1,RNA,G6,SL20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R15,ST,NA,B,1,RNA,G7,SH20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R16,ST,NA,A,1,RNA,G8,SH20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R17,ST,NA,C,1,RNA,G9,UL10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R18,ST,NA,C,1,RNA,G10,UL20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R20,ST,NA,A,1,RNA,G12,UL20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R21,ST,NA,C,25,RNA,K9,SH10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R22,ST,NA,A,25,RNA,K10,SH20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R23,ST,NA,B,25,RNA,K11,SH20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R24,ST,NA,C,25,RNA,K12,SH20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R25,ST,NA,A,5,RNA,H1,SL10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R26,ST,NA,B,5,RNA,H2,SL10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R27,ST,NA,C,5,RNA,H3,SL10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R28,ST,NA,A,5,RNA,H4,SL20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R29,ST,NA,B,5,RNA,H5,SL20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R30,ST,NA,C,5,RNA,H6,SL20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R31,ST,NA,A,5,RNA,H7,SH10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R32,ST,NA,B,5,RNA,H8,SH10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R33,ST,NA,C,5,RNA,H9,SH10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R34,ST,NA,A,5,RNA,H10,SH20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R35,ST,NA,B,5,RNA,H11,SH20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R36,ST,NA,C,5,RNA,H12,SH20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,20,6,NA
R37,ST,NA,A,5,RNA,H13,UL10_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R38,ST,NA,B,5,RNA,H14,UL10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R39,ST,NA,C,5,RNA,H15,UL10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R40,ST,NA,A,5,RNA,H16,UL20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R41,ST,NA,B,5,RNA,H17,UL20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R42,ST,NA,C,5,RNA,H18,UL20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R43,ST,NA,A,5,RNA,H19,UH10_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
R44,ST,NA,B,5,RNA,H20,UH10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
R45,ST,NA,C,5,RNA,H21,UH10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
R46,ST,NA,A,5,RNA,H22,UH20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R47,ST,NA,B,5,RNA,H23,UH20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R48,ST,NA,C,5,RNA,H24,UH20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R49,ST,NA,A,25,RNA,K1,SL10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R50,ST,NA,B,25,RNA,K2,SL10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R51,ST,NA,C,25,RNA,K3,SL10_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,10,6,NA
R52,ST,NA,A,25,RNA,K4,SL20_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R53,ST,NA,B,25,RNA,K5,SL20_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R54,ST,NA,C,25,RNA,K6,SL20_3,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,1,20,6,NA
R55,ST,NA,A,25,RNA,K7,SH10_1,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R56,ST,NA,B,25,RNA,K8,SH10_2,Skjellingahaugen,6.576240022,2724.854344,NA,NA,NA,NA,NA,4,1,3,10,6,NA
R57,ST,NA,B,25,RNA,L1,UH10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
R59,ST,NA,A,25,RNA,L3,UL20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R60,ST,NA,A,25,RNA,L4,UH20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R61,ST,NA,A,25,RNA,L5,UL10_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R62,ST,NA,C,25,RNA,L6,UL10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R63,ST,NA,B,25,RNA,L7,UL10_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,10,5,NA
R64,ST,NA,C,25,RNA,L8,UH10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
R65,ST,NA,C,1,RNA,L9,UH20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R66,ST,NA,A,1,RNA,L10,UH20_1,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R67,ST,NA,B,25,RNA,L11,UH20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R68,ST,NA,C,1,RNA,L12,UH10_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,10,5,NA
R69,ST,NA,C,25,RNA,L13,UH20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
R70,ST,NA,B,25,RNA,L14,UL20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R71,ST,NA,C,25,RNA,L15,UL20_3,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,1,20,5,NA
R72,ST,NA,B,1,RNA,L16,UH20_2,Ulvhaugen,6.16847806,596.3477788,NA,NA,NA,NA,NA,1,1,3,20,5,NA
